tiempo (s);Potencia (W)
191,25;32,807224
191,26;32,654369
191,27;32,539393
191,28;32,472223
191,29;32,438145
191,3;32,418633
191,31;32,406509
191,32;32,405209
191,33;32,414321
191,34;32,426626
191,35;32,440212
191,36;32,46146
191,37;32,495858
191,38;32,533288
191,39;32,548596
191,4;32,517728
191,41;32,430989
191,42;32,29892
191,43;32,142948
191,44;31,985184
191,45;31,848417
191,46;31,758843
191,47;31,74162
191,48;31,801893
191,49;31,920403
191,5;32,070884
191,51;32,236287
191,52;32,412327
191,53;32,589552
191,54;32,744055
191,55;32,855008
191,56;32,919145
191,57;32,944624
191,58;32,934801
191,59;32,888541
191,6;32,811351
191,61;32,720319
191,62;32,644976
191,63;32,615985
191,64;32,651433
191,65;32,750557
191,66;32,894181
191,67;33,052435
191,68;33,189077
191,69;33,271492
191,7;33,284298
191,71;33,233745
191,72;33,146105
191,73;33,053607
191,74;32,982027
191,75;32,949568
191,76;32,964404
191,77;33,020849
191,78;33,097861
191,79;33,170176
191,8;33,222492
191,81;33,252342
191,82;33,266467
191,83;33,270857
191,84;33,269591
191,85;33,270336
191,86;33,279777
191,87;33,294282
191,88;33,29423
191,89;33,255629
191,9;33,169562
191,91;33,049397
191,92;32,922691
191,93;32,812045
191,94;32,727922
191,95;32,676389
191,96;32,662474
191,97;32,682127
191,98;32,713001
191,99;32,726627
192;32,711365
192,01;32,678432
192,02;32,650353
192,03;32,645733
192,04;32,674816
192,05;32,741499
192,06;32,843645
192,07;32,968571
192,08;33,087036
192,09;33,16345
192,1;33,172223
192,11;33,1058
192,12;32,976516
192,13;32,808928
192,14;32,632927
192,15;32,481649
192,16;32,384
192,17;32,34872
192,18;32,355538
192,19;32,370861
192,2;32,370596
192,21;32,348931
192,22;32,311865
192,23;32,267208
192,24;32,225848
192,25;32,20405
192,26;32,214618
192,27;32,253352
192,28;32,296529
192,29;32,318533
192,3;32,310522
192,31;32,283426
192,32;32,255715
192,33;32,241299
192,34;32,251698
192,35;32,297477
192,36;32,38104
192,37;32,487673
192,38;32,586165
192,39;32,645503
192,4;32,650219
192,41;32,605336
192,42;32,532728
192,43;32,460507
192,44;32,412068
192,45;32,401846
192,46;32,438911
192,47;32,521483
192,48;32,627729
192,49;32,727213
192,5;32,802369
192,51;32,854405
192,52;32,88797
192,53;32,901417
192,54;32,897512
192,55;32,89123
192,56;32,901396
192,57;32,933677
192,58;32,978181
192,59;33,024955
192,6;33,075745
192,61;33,143968
192,62;33,237587
192,63;33,347477
192,64;33,459205
192,65;33,564177
192,66;33,658874
192,67;33,734636
192,68;33,772578
192,69;33,755163
192,7;33,680375
192,71;33,562204
192,72;33,416059
192,73;33,253846
192,74;33,093741
192,75;32,9629
192,76;32,887715
192,77;32,874266
192,78;32,903733
192,79;32,953085
192,8;33,013631
192,81;33,089457
192,82;33,17598
192,83;33,252922
192,84;33,304447
192,85;33,333881
192,86;33,357973
192,87;33,383395
192,88;33,394667
192,89;33,370518
192,9;33,303914
192,91;33,202159
192,92;33,067212
192,93;32,891777
192,94;32,677348
192,95;32,446549
192,96;32,238474
192,97;32,082129
192,98;31,980285
192,99;31,922415
193;31,898583
193,01;31,901742
193,02;31,920281
193,03;31,940352
193,04;31,960183
193,05;31,991851
193,06;32,048132
193,07;32,123871
193,08;32,194725
193,09;32,234088
193,1;32,227163
193,11;32,176273
193,12;32,090196
193,13;31,979864
193,14;31,869397
193,15;31,79412
193,16;31,782674
193,17;31,83694
193,18;31,934416
193,19;32,050445
193,2;32,17053
193,21;32,286506
193,22;32,383913
193,23;32,445856
193,24;32,47088
193,25;32,47634
193,26;32,485854
193,27;32,507045
193,28;32,526713
193,29;32,53262
193,3;32,531492
193,31;32,544949
193,32;32,586961
193,33;32,655931
193,34;32,74701
193,35;32,857294
193,36;32,980386
193,37;33,097165
193,38;33,181477
193,39;33,219819
193,4;33,220917
193,41;33,207813
193,42;33,199082
193,43;33,205515
193,44;33,239165
193,45;33,313209
193,46;33,436509
193,47;33,598246
193,48;33,764813
193,49;33,902259
193,5;33,994307
193,51;34,042823
193,52;34,051993
193,53;34,020402
193,54;33,948146
193,55;33,840128
193,56;33,706231
193,57;33,555295
193,58;33,395038
193,59;33,24303
193,6;33,13186
193,61;33,098054
193,62;33,154251
193,63;33,280806
193,64;33,444047
193,65;33,610149
193,66;33,747514
193,67;33,820792
193,68;33,798959
193,69;33,676521
193,7;33,479739
193,71;33,253148
193,72;33,032891
193,73;32,836174
193,74;32,670812
193,75;32,538645
193,76;32,431288
193,77;32,32243
193,78;32,180432
193,79;31,999014
193,8;31,807909
193,81;31,655294
193,82;31,572533
193,83;31,558351
193,84;31,598356
193,85;31,681974
193,86;31,797034
193,87;31,917896
193,88;32,014843
193,89;32,078154
193,9;32,125181
193,91;32,183264
193,92;32,25975
193,93;32,335083
193,94;32,388378
193,95;32,418576
193,96;32,440888
193,97;32,463788
193,98;32,483759
193,99;32,507381
194;32,559188
194,01;32,658829
194,02;32,792939
194,03;32,922157
194,04;33,017483
194,05;33,08213
194,06;33,136185
194,07;33,184724
194,08;33,221849
194,09;33,258549
194,1;33,322695
194,11;33,435109
194,12;33,587321
194,13;33,748561
194,14;33,895547
194,15;34,02675
194,16;34,151154
194,17;34,265285
194,18;34,351393
194,19;34,40034
194,2;34,425285
194,21;34,447663
194,22;34,467203
194,23;34,459544
194,24;34,403003
194,25;34,294588
194,26;34,144256
194,27;33,959291
194,28;33,746628
194,29;33,53032
194,3;33,352804
194,31;33,25231
194,32;33,230975
194,33;33,250364
194,34;33,258683
194,35;33,214047
194,36;33,090683
194,37;32,875307
194,38;32,570684
194,39;32,210407
194,4;31,863886
194,41;31,609206
194,42;31,486027
194,43;31,480858
194,44;31,552647
194,45;31,659925
194,46;31,770572
194,47;31,856623
194,48;31,897665
194,49;31,89537
194,5;31,877675
194,51;31,88522
194,52;31,942916
194,53;32,046409
194,54;32,175276
194,55;32,306383
194,56;32,416108
194,57;32,478136
194,58;32,472914
194,59;32,407997
194,6;32,322574
194,61;32,264376
194,62;32,259124
194,63;32,300671
194,64;32,362948
194,65;32,418443
194,66;32,44947
194,67;32,449172
194,68;32,427084
194,69;32,415903
194,7;32,461157
194,71;32,593801
194,72;32,805562
194,73;33,052371
194,74;33,282954
194,75;33,465372
194,76;33,589327
194,77;33,648955
194,78;33,640456
194,79;33,577589
194,8;33,491819
194,81;33,412277
194,82;33,35187
194,83;33,317254
194,84;33,320724
194,85;33,372182
194,86;33,463494
194,87;33,561379
194,88;33,623143
194,89;33,625662
194,9;33,575921
194,91;33,49672
194,92;33,408529
194,93;33,32556
194,94;33,261685
194,95;33,232385
194,96;33,244562
194,97;33,287423
194,98;33,343817
194,99;33,406142
195;33,476249
195,01;33,550371
195,02;33,607042
195,03;33,618132
195,04;33,56871
195,05;33,462874
195,06;33,314164
195,07;33,135515
195,08;32,944757
195,09;32,774163
195,1;32,661578
195,11;32,624895
195,12;32,647973
195,13;32,695269
195,14;32,737065
195,15;32,760514
195,16;32,759063
195,17;32,722264
195,18;32,648627
195,19;32,561125
195,2;32,498758
195,21;32,49
195,22;32,536313
195,23;32,622829
195,24;32,738061
195,25;32,877582
195,26;33,031363
195,27;33,176192
195,28;33,287838
195,29;33,359439
195,3;33,401121
195,31;33,420102
195,32;33,408759
195,33;33,354688
195,34;33,258917
195,35;33,14122
195,36;33,024571
195,37;32,920015
195,38;32,832037
195,39;32,773992
195,4;32,769048
195,41;32,824429
195,42;32,910878
195,43;32,982113
195,44;33,009663
195,45;32,995002
195,46;32,954079
195,47;32,899452
195,48;32,84252
195,49;32,802575
195,5;32,79919
195,51;32,830064
195,52;32,867503
195,53;32,884971
195,54;32,877674
195,55;32,85341
195,56;32,811472
195,57;32,745034
195,58;32,661165
195,59;32,581651
195,6;32,527407
195,61;32,503549
195,62;32,495864
195,63;32,483927
195,64;32,456308
195,65;32,415004
195,66;32,366393
195,67;32,314559
195,68;32,268468
195,69;32,250787
195,7;32,291356
195,71;32,400829
195,72;32,557123
195,73;32,724226
195,74;32,878808
195,75;33,019628
195,76;33,152579
195,77;33,276437
195,78;33,385972
195,79;33,477695
195,8;33,549998
195,81;33,59351
195,82;33,586241
195,83;33,508307
195,84;33,357919
195,85;33,152986
195,86;32,919129
195,87;32,68196
195,88;32,471601
195,89;32,321559
195,9;32,25557
195,91;32,272013
195,92;32,346796
195,93;32,454213
195,94;32,579854
195,95;32,718402
195,96;32,862654
195,97;33,001043
195,98;33,126685
195,99;33,239729
196;33,339808
196,01;33,414976
196,02;33,443657
196,03;33,411411
196,04;33,324233
196,05;33,207997
196,06;33,090992
196,07;32,993635
196,08;32,935238
196,09;32,93453
196,1;32,996636
196,11;33,097417
196,12;33,190753
196,13;33,235541
196,14;33,21327
196,15;33,129065
196,16;32,999188
196,17;32,846469
196,18;32,706431
196,19;32,619115
196,2;32,60792
196,21;32,660165
196,22;32,73304
196,23;32,785718
196,24;32,801348
196,25;32,784614
196,26;32,74679
196,27;32,701287
196,28;32,670208
196,29;32,679283
196,3;32,741737
196,31;32,843099
196,32;32,945178
196,33;33,013242
196,34;33,038718
196,35;33,034062
196,36;33,010124
196,37;32,974736
196,38;32,948829
196,39;32,962854
196,4;33,033781
196,41;33,14535
196,42;33,258207
196,43;33,340349
196,44;33,381422
196,45;33,387053
196,46;33,36727
196,47;33,336043
196,48;33,313796
196,49;33,320553
196,5;33,367477
196,51;33,444658
196,52;33,523949
196,53;33,579846
196,54;33,602092
196,55;33,594398
196,56;33,561749
196,57;33,508754
196,58;33,449037
196,59;33,401636
196,6;33,377619
196,61;33,365165
196,62;33,334204
196,63;33,260572
196,64;33,141036
196,65;32,991301
196,66;32,833333
196,67;32,6929
196,68;32,601627
196,69;32,584376
196,7;32,643692
196,71;32,75072
196,72;32,861062
196,73;32,94589
196,74;33,001008
196,75;33,035521
196,76;33,054507
196,77;33,055992
196,78;33,041943
196,79;33,023222
196,8;33,01257
196,81;33,005187
196,82;32,978534
196,83;32,91605
196,84;32,820783
196,85;32,710837
196,86;32,601534
196,87;32,500584
196,88;32,417537
196,89;32,364047
196,9;32,345914
196,91;32,348773
196,92;32,343858
196,93;32,316403
196,94;32,278785
196,95;32,259036
196,96;32,272399
196,97;32,309842
196,98;32,355907
196,99;32,402842
197;32,445756
197,01;32,467465
197,02;32,444423
197,03;32,372577
197,04;32,278248
197,05;32,203085
197,06;32,173364
197,07;32,19046
197,08;32,246503
197,09;32,333321
197,1;32,438329
197,11;32,535888
197,12;32,598165
197,13;32,620843
197,14;32,629274
197,15;32,654197
197,16;32,698928
197,17;32,745254
197,18;32,784173
197,19;32,823176
197,2;32,871972
197,21;32,924733
197,22;32,965311
197,23;32,988617
197,24;33,00786
197,25;33,042839
197,26;33,095872
197,27;33,148508
197,28;33,182879
197,29;33,197905
197,3;33,20564
197,31;33,206504
197,32;33,185802
197,33;33,13909
197,34;33,08248
197,35;33,038046
197,36;33,008405
197,37;32,97712
197,38;32,932481
197,39;32,876101
197,4;32,816881
197,41;32,759473
197,42;32,70535
197,43;32,666358
197,44;32,669473
197,45;32,742435
197,46;32,882203
197,47;33,049777
197,48;33,199965
197,49;33,306113
197,5;33,363193
197,51;33,371376
197,52;33,331838
197,53;33,260254
197,54;33,19018
197,55;33,157342
197,56;33,171888
197,57;33,215972
197,58;33,267517
197,59;33,317153
197,6;33,36896
197,61;33,424093
197,62;33,474674
197,63;33,513764
197,64;33,54011
197,65;33,553427
197,66;33,540928
197,67;33,480529
197,68;33,360402
197,69;33,187263
197,7;32,980203
197,71;32,757052
197,72;32,536375
197,73;32,345884
197,74;32,21457
197,75;32,157948
197,76;32,163724
197,77;32,198506
197,78;32,230129
197,79;32,240695
197,8;32,228192
197,81;32,194734
197,82;32,142607
197,83;32,081846
197,84;32,03077
197,85;32,007903
197,86;32,01571
197,87;32,039375
197,88;32,063385
197,89;32,0826
197,9;32,101615
197,91;32,122393
197,92;32,142836
197,93;32,166544
197,94;32,199954
197,95;32,241223
197,96;32,273035
197,97;32,277655
197,98;32,259048
197,99;32,241813
198;32,252904
198,01;32,299626
198,02;32,370965
198,03;32,457938
198,04;32,559796
198,05;32,674449
198,06;32,786518
198,07;32,874564
198,08;32,930014
198,09;32,962807
198,1;32,99199
198,11;33,025243
198,12;33,052082
198,13;33,061666
198,14;33,062466
198,15;33,080615
198,16;33,132114
198,17;33,208086
198,18;33,29251
198,19;33,381634
198,2;33,480517
198,21;33,582549
198,22;33,665556
198,23;33,707782
198,24;33,703219
198,25;33,662619
198,26;33,594556
198,27;33,500319
198,28;33,38833
198,29;33,278799
198,3;33,19492
198,31;33,146298
198,32;33,12539
198,33;33,115766
198,34;33,097027
198,35;33,050316
198,36;32,958061
198,37;32,808742
198,38;32,60903
198,39;32,387015
198,4;32,182349
198,41;32,023955
198,42;31,920275
198,43;31,867956
198,44;31,861635
198,45;31,897459
198,46;31,963965
198,47;32,040833
198,48;32,110925
198,49;32,167265
198,5;32,210152
198,51;32,234678
198,52;32,232986
198,53;32,209704
198,54;32,182665
198,55;32,171648
198,56;32,184495
198,57;32,21905
198,58;32,277693
198,59;32,370067
198,6;32,500813
198,61;32,652591
198,62;32,792215
198,63;32,893607
198,64;32,947204
198,65;32,95487
198,66;32,918973
198,67;32,84613
198,68;32,758571
198,69;32,687957
198,7;32,656787
198,71;32,662717
198,72;32,688051
198,73;32,721491
198,74;32,7627
198,75;32,813684
198,76;32,865725
198,77;32,904668
198,78;32,928165
198,79;32,940852
198,8;32,939927
198,81;32,914037
198,82;32,858761
198,83;32,790235
198,84;32,740093
198,85;32,735805
198,86;32,77919
198,87;32,852673
198,88;32,940752
198,89;33,033782
198,9;33,123705
198,91;33,198759
198,92;33,247724
198,93;33,274661
198,94;33,300224
198,95;33,342759
198,96;33,396335
198,97;33,439677
198,98;33,464413
198,99;33,481373
199;33,504688
199,01;33,531078
199,02;33,542965
199,03;33,529797
199,04;33,494926
199,05;33,446293
199,06;33,380301
199,07;33,286252
199,08;33,169031
199,09;33,052547
199,1;32,961649
199,11;32,902031
199,12;32,863902
199,13;32,842625
199,14;32,844812
199,15;32,875948
199,16;32,921953
199,17;32,95442
199,18;32,954837
199,19;32,923524
199,2;32,872269
199,21;32,809126
199,22;32,7369
199,23;32,665688
199,24;32,612762
199,25;32,590196
199,26;32,590359
199,27;32,588588
199,28;32,564674
199,29;32,518146
199,3;32,46405
199,31;32,412549
199,32;32,361845
199,33;32,311026
199,34;32,267239
199,35;32,237796
199,36;32,214428
199,37;32,177238
199,38;32,115739
199,39;32,037829
199,4;31,963401
199,41;31,906003
199,42;31,864776
199,43;31,834884
199,44;31,817126
199,45;31,81737
199,46;31,833416
199,47;31,852632
199,48;31,867539
199,49;31,886326
199,5;31,926401
199,51;31,995086
199,52;32,08432
199,53;32,18136
199,54;32,278565
199,55;32,376487
199,56;32,471215
199,57;32,548553
199,58;32,597944
199,59;32,624412
199,6;32,647089
199,61;32,683169
199,62;32,735979
199,63;32,797085
199,64;32,856294
199,65;32,910799
199,66;32,958803
199,67;32,994987
199,68;33,018802
199,69;33,04091
199,7;33,077358
199,71;33,129726
199,72;33,182151
199,73;33,220857
199,74;33,246792
199,75;33,272635
199,76;33,308146
199,77;33,354891
199,78;33,412726
199,79;33,481962
199,8;33,559373
199,81;33,625999
199,82;33,650479
199,83;33,612447
199,84;33,514755
199,85;33,378672
199,86;33,226599
199,87;33,072868
199,88;32,932646
199,89;32,829066
199,9;32,78845
199,91;32,822868
199,92;32,921987
199,93;33,063732
199,94;33,22644
199,95;33,390981
199,96;33,528404
199,97;33,601437
199,98;33,587149
199,99;33,491894
200;33,348875
200,01;33,196356
200,02;33,060079
200,03;32,956048
200,04;32,897003
200,05;32,891843
200,06;32,933035
200,07;32,992444
200,08;33,035732
200,09;33,037604
200,1;32,987206
200,11;32,878207
200,12;32,708927
200,13;32,49725
200,14;32,281611
200,15;32,106567
200,16;31,999965
200,17;31,962071
200,18;31,97514
200,19;32,018297
200,2;32,0763
200,21;32,132287
200,22;32,164274
200,23;32,154684
200,24;32,097844
200,25;32,00123
200,26;31,874845
200,27;31,726174
200,28;31,566381
200,29;31,413869
200,3;31,294144
200,31;31,226998
200,32;31,219877
200,33;31,274531
200,34;31,386941
200,35;31,545937
200,36;31,729202
200,37;31,905321
200,38;32,045062
200,39;32,13101
200,4;32,165663
200,41;32,164574
200,42;32,145417
200,43;32,124966
200,44;32,118198
200,45;32,140212
200,46;32,20072
200,47;32,302688
200,48;32,443166
200,49;32,605773
200,5;32,767894
200,51;32,913838
200,52;33,037892
200,53;33,139493
200,54;33,218003
200,55;33,275904
200,56;33,315827
200,57;33,341479
200,58;33,367346
200,59;33,414537
200,6;33,497962
200,61;33,615608
200,62;33,753047
200,63;33,895793
200,64;34,030033
200,65;34,136105
200,66;34,181765
200,67;34,13904
200,68;34,011402
200,69;33,833759
200,7;33,653477
200,71;33,502189
200,72;33,386763
200,73;33,311412
200,74;33,291684
200,75;33,342507
200,76;33,455835
200,77;33,601388
200,78;33,747588
200,79;33,872869
200,8;33,961927
200,81;33,991831
200,82;33,936233
200,83;33,786538
200,84;33,560161
200,85;33,293516
200,86;33,022878
200,87;32,778104
200,88;32,591968
200,89;32,495608
200,9;32,500204
200,91;32,581925
200,92;32,694549
200,93;32,797238
200,94;32,868352
200,95;32,904093
200,96;32,902076
200,97;32,857891
200,98;32,780461
200,99;32,694276
201;32,625841
201,01;32,583909
201,02;32,558029
201,03;32,537495
201,04;32,523525
201,05;32,528896
201,06;32,563201
201,07;32,621966
201,08;32,692598
201,09;32,763663
201,1;32,82811
201,11;32,875217
201,12;32,891273
201,13;32,872811
201,14;32,831938
201,15;32,789227
201,16;32,755514
201,17;32,728902
201,18;32,709921
201,19;32,705782
201,2;32,719836
201,21;32,734835
201,22;32,720502
201,23;32,666237
201,24;32,593461
201,25;32,53435
201,26;32,502916
201,27;32,494061
201,28;32,501416
201,29;32,525452
201,3;32,569313
201,31;32,626118
201,32;32,683823
201,33;32,745299
201,34;32,831593
201,35;32,964229
201,36;33,138861
201,37;33,32224
201,38;33,475597
201,39;33,57803
201,4;33,629216
201,41;33,626162
201,42;33,559772
201,43;33,439715
201,44;33,302438
201,45;33,190519
201,46;33,123416
201,47;33,094703
201,48;33,090815
201,49;33,103371
201,5;33,130419
201,51;33,165601
201,52;33,196824
201,53;33,21783
201,54;33,233499
201,55;33,256022
201,56;33,28911
201,57;33,323014
201,58;33,348934
201,59;33,366864
201,6;33,37909
201,61;33,377689
201,62;33,346738
201,63;33,277876
201,64;33,17667
201,65;33,054286
201,66;32,913137
201,67;32,747415
201,68;32,556362
201,69;32,354805
201,7;32,17003
201,71;32,020027
201,72;31,906843
201,73;31,830476
201,74;31,794968
201,75;31,803908
201,76;31,847721
201,77;31,902629
201,78;31,949054
201,79;31,986037
201,8;32,024053
201,81;32,061149
201,82;32,081228
201,83;32,075216
201,84;32,050467
201,85;32,022089
201,86;31,995505
201,87;31,965169
201,88;31,928752
201,89;31,895781
201,9;31,882627
201,91;31,89259
201,92;31,911108
201,93;31,923433
201,94;31,927745
201,95;31,933946
201,96;31,948011
201,97;31,965168
201,98;31,981475
201,99;32,004611
202;32,050697
202,01;32,122428
202,02;32,199864
202,03;32,25871
202,04;32,28946
202,05;32,300766
202,06;32,305333
202,07;32,311034
202,08;32,323341
202,09;32,346838
202,1;32,387503
202,11;32,448007
202,12;32,523308
202,13;32,605667
202,14;32,692847
202,15;32,791588
202,16;32,903575
202,17;33,015719
202,18;33,11218
202,19;33,188041
202,2;33,249898
202,21;33,303019
202,22;33,349117
202,23;33,394264
202,24;33,446539
202,25;33,510973
202,26;33,58343
202,27;33,653222
202,28;33,714407
202,29;33,766412
202,3;33,807166
202,31;33,826352
202,32;33,812043
202,33;33,76497
202,34;33,698971
202,35;33,62925
202,36;33,557921
202,37;33,479396
202,38;33,397548
202,39;33,325231
202,4;33,272786
202,41;33,236248
202,42;33,201147
202,43;33,160258
202,44;33,120675
202,45;33,095463
202,46;33,085519
202,47;33,078352
202,48;33,069908
202,49;33,075377
202,5;33,114491
202,51;33,185043
202,52;33,260669
202,53;33,31637
202,54;33,345004
202,55;33,350104
202,56;33,325053
202,57;33,253211
202,58;33,134718
202,59;32,999356
202,6;32,887588
202,61;32,818334
202,62;32,781805
202,63;32,757535
202,64;32,729561
202,65;32,691421
202,66;32,635282
202,67;32,549691
202,68;32,438178
202,69;32,326963
202,7;32,250439
202,71;32,224782
202,72;32,238635
202,73;32,269456
202,74;32,302083
202,75;32,334065
202,76;32,364717
202,77;32,391515
202,78;32,414678
202,79;32,436072
202,8;32,459186
202,81;32,48115
202,82;32,490957
202,83;32,481062
202,84;32,450696
202,85;32,407589
202,86;32,367372
202,87;32,346886
202,88;32,357526
202,89;32,400999
202,9;32,469906
202,91;32,54608
202,92;32,609121
202,93;32,652493
202,94;32,684504
202,95;32,720082
202,96;32,768445
202,97;32,829885
202,98;32,904451
202,99;32,995758
203;33,106836
203,01;33,22647
203,02;33,330731
203,03;33,405657
203,04;33,45682
203,05;33,497174
203,06;33,527635
203,07;33,539551
203,08;33,534105
203,09;33,525181
203,1;33,523762
203,11;33,517733
203,12;33,47854
203,13;33,393487
203,14;33,28219
203,15;33,181713
203,16;33,114482
203,17;33,078356
203,18;33,060952
203,19;33,052166
203,2;33,048413
203,21;33,040784
203,22;33,01283
203,23;32,955967
203,24;32,877328
203,25;32,79651
203,26;32,726944
203,27;32,664641
203,28;32,602228
203,29;32,544979
203,3;32,508763
203,31;32,499919
203,32;32,507034
203,33;32,513515
203,34;32,511415
203,35;32,502761
203,36;32,482606
203,37;32,437925
203,38;32,368583
203,39;32,294666
203,4;32,245133
203,41;32,235757
203,42;32,261096
203,43;32,307543
203,44;32,363437
203,45;32,417279
203,46;32,449631
203,47;32,44205
203,48;32,39532
203,49;32,331184
203,5;32,280243
203,51;32,261643
203,52;32,277911
203,53;32,326222
203,54;32,404528
203,55;32,510925
203,56;32,635077
203,57;32,761204
203,58;32,882731
203,59;33,004029
203,6;33,129304
203,61;33,248143
203,62;33,339191
203,63;33,387121
203,64;33,39273
203,65;33,372245
203,66;33,338938
203,67;33,292069
203,68;33,233195
203,69;33,185547
203,7;33,182858
203,71;33,231421
203,72;33,303317
203,73;33,367278
203,74;33,409919
203,75;33,432079
203,76;33,429362
203,77;33,391509
203,78;33,326368
203,79;33,273136
203,8;33,282817
203,81;33,374684
203,82;33,522985
203,83;33,685336
203,84;33,829825
203,85;33,939613
203,86;33,998007
203,87;33,987845
203,88;33,908753
203,89;33,782014
203,9;33,635791
203,91;33,480335
203,92;33,308922
203,93;33,123264
203,94;32,943023
203,95;32,793648
203,96;32,687499
203,97;32,621109
203,98;32,584777
203,99;32,568388
204;32,561426
204,01;32,542374
204,02;32,481964
204,03;32,365683
204,04;32,207447
204,05;32,042386
204,06;31,901597
204,07;31,798767
204,08;31,736668
204,09;31,714831
204,1;31,728573
204,11;31,756495
204,12;31,762846
204,13;31,721422
204,14;31,637216
204,15;31,545185
204,16;31,480799
204,17;31,459358
204,18;31,479649
204,19;31,535687
204,2;31,624529
204,21;31,736917
204,22;31,854134
204,23;31,964482
204,24;32,076735
204,25;32,213796
204,26;32,383048
204,27;32,558356
204,28;32,695599
204,29;32,758861
204,3;32,732775
204,31;32,614373
204,32;32,411152
204,33;32,152795
204,34;31,893702
204,35;31,693951
204,36;31,584917
204,37;31,556668
204,38;31,577458
204,39;31,617878
204,4;31,661103
204,41;31,695442
204,42;31,712627
204,43;31,717926
204,44;31,732119
204,45;31,778123
204,46;31,860592
204,47;31,963309
204,48;32,062991
204,49;32,143519
204,5;32,200871
204,51;32,233104
204,52;32,243509
204,53;32,252361
204,54;32,288719
204,55;32,370866
204,56;32,489959
204,57;32,619526
204,58;32,739185
204,59;32,840461
204,6;32,921966
204,61;32,982255
204,62;33,022162
204,63;33,053689
204,64;33,098329
204,65;33,1738
204,66;33,274729
204,67;33,375653
204,68;33,454004
204,69;33,504242
204,7;33,533746
204,71;33,54248
204,72;33,523762
204,73;33,487813
204,74;33,464025
204,75;33,477019
204,76;33,523296
204,77;33,577497
204,78;33,615625
204,79;33,626369
204,8;33,607352
204,81;33,5535
204,82;33,460661
204,83;33,339593
204,84;33,215648
204,85;33,113144
204,86;33,037054
204,87;32,977639
204,88;32,930477
204,89;32,905658
204,9;32,919664
204,91;32,971963
204,92;33,039375
204,93;33,096834
204,94;33,13189
204,95;33,140711
204,96;33,114225
204,97;33,041043
204,98;32,926286
204,99;32,796492
205;32,682715
205,01;32,594729
205,02;32,518919
205,03;32,441119
205,04;32,360187
205,05;32,279919
205,06;32,195056
205,07;32,099422
205,08;32,00449
205,09;31,938189
205,1;31,926647
205,11;31,969764
205,12;32,0378
205,13;32,097633
205,14;32,134157
205,15;32,146438
205,16;32,131397
205,17;32,086519
205,18;32,026105
205,19;31,981106
205,2;31,980482
205,21;32,026924
205,22;32,09543
205,23;32,156651
205,24;32,198623
205,25;32,230821
205,26;32,269048
205,27;32,328481
205,28;32,424599
205,29;32,564507
205,3;32,741213
205,31;32,930705
205,32;33,096729
205,33;33,207637
205,34;33,251832
205,35;33,244442
205,36;33,212191
205,37;33,171924
205,38;33,133493
205,39;33,11636
205,4;33,147222
205,41;33,23276
205,42;33,350082
205,43;33,466018
205,44;33,556246
205,45;33,612581
205,46;33,631537
205,47;33,607708
205,48;33,547313
205,49;33,477104
205,5;33,432239
205,51;33,426694
205,52;33,443904
205,53;33,458775
205,54;33,455739
205,55;33,429403
205,56;33,372793
205,57;33,27788
205,58;33,151171
205,59;33,015332
205,6;32,895354
205,61;32,800429
205,62;32,722154
205,63;32,650592
205,64;32,586305
205,65;32,539257
205,66;32,512598
205,67;32,497021
205,68;32,486156
205,69;32,48755
205,7;32,513145
205,71;32,557032
205,72;32,596345
205,73;32,614308
205,74;32,610454
205,75;32,591745
205,76;32,55843
205,77;32,508278
205,78;32,450121
205,79;32,403964
205,8;32,389562
205,81;32,408637
205,82;32,44568
205,83;32,487232
205,84;32,53238
205,85;32,589949
205,86;32,663165
205,87;32,741164
205,88;32,806967
205,89;32,847808
205,9;32,858277
205,91;32,831192
205,92;32,755591
205,93;32,625901
205,94;32,449566
205,95;32,247179
205,96;32,034547
205,97;31,813831
205,98;31,586104
205,99;31,359036
206;31,144583
206,01;30,949752
206,02;30,773837
206,03;30,617655
206,04;30,491128
206,05;30,409089
206,06;30,377079
206,07;30,389327
206,08;30,437632
206,09;30,515492
206,1;30,618677
206,11;30,737849
206,12;30,856106
206,13;30,960742
206,14;31,052044
206,15;31,142173
206,16;31,242074
206,17;31,346327
206,18;31,442555
206,19;31,53173
206,2;31,633229
206,21;31,768526
206,22;31,926009
206,23;32,080577
206,24;32,237292
206,25;32,405943
206,26;32,574559
206,27;32,701375
206,28;32,751548
206,29;32,751935
206,3;32,741835
206,31;32,724977
206,32;32,692449
206,33;32,644729
206,34;32,601399
206,35;32,585408
206,36;32,597732
206,37;32,62366
206,38;32,656556
206,39;32,701832
206,4;32,763852
206,41;32,836787
206,42;32,910524
206,43;32,986333
206,44;33,080159
206,45;33,203464
206,46;33,340816
206,47;33,460014
206,48;33,5444
206,49;33,603713
206,5;33,653566
206,51;33,691104
206,52;33,704021
206,53;33,692413
206,54;33,667579
206,55;33,640463
206,56;33,608358
206,57;33,553191
206,58;33,459338
206,59;33,328551
206,6;33,177518
206,61;33,024222
206,62;32,886615
206,63;32,79063
206,64;32,765817
206,65;32,829005
206,66;32,965247
206,67;33,130852
206,68;33,278002
206,69;33,374013
206,7;33,405039
206,71;33,364476
206,72;33,254571
206,73;33,10473
206,74;32,968502
206,75;32,895597
206,76;32,902551
206,77;32,969435
206,78;33,063919
206,79;33,162098
206,8;33,248016
206,81;33,301623
